Wall time,Step,Value
1662123482.1859543,514,-284.2230529785156
1662123502.2728932,515,-187.17527770996094
1662123522.1897166,516,-313.9108581542969
1662123541.0548325,517,-324.4013366699219
1662123561.3683152,518,-321.6628112792969
1662123582.6270702,519,-470.43951416015625
1662123602.1566844,520,-371.5209655761719
1662123623.0656643,521,-326.2142028808594
1662123642.9011514,522,-380.12762451171875
1662123662.1184614,523,-358.5149841308594
1662123681.9296691,524,-419.5330810546875
1662123701.5808876,525,-313.98223876953125
1662123722.7414644,526,-372.5264587402344
1662123743.5415592,527,-379.3272399902344
1662123762.7006986,528,-311.567626953125
1662123782.2758365,529,-363.0107727050781
1662123802.4060528,530,-318.8050537109375
1662123822.0141754,531,-327.4399108886719
1662123842.48425,532,-411.7859191894531
1662123862.5219228,533,-396.9840087890625
1662123883.6136932,534,-370.628662109375
1662123904.5450356,535,-304.17608642578125
1662123923.978618,536,-352.6701354980469
1662123942.2585902,537,-347.2347412109375
1662123962.7403848,538,-292.043212890625
1662123982.276691,539,-359.7618103027344
1662124002.69583,540,-318.5816650390625
1662124023.2205782,541,-374.6085510253906
1662124042.5612593,542,-337.1251525878906
1662124062.6248417,543,-353.64617919921875
1662124084.4888098,544,-352.2578125
1662124104.4130418,545,-387.3206481933594
1662124123.0654957,546,-375.18170166015625
1662124140.9280508,547,-290.5352478027344
1662124160.8721762,548,-367.2099914550781
1662124181.8528414,549,-320.3193359375
1662124202.896324,550,-391.1056823730469
1662124232.8754082,551,-414.67333984375
1662124251.339861,552,-250.15869140625
1662124269.9780264,553,-329.92657470703125
1662124289.0938582,554,-351.0988464355469
1662124308.832509,555,-306.5914306640625
1662124328.4060216,556,-394.4068908691406
1662124346.5352259,557,-384.48919677734375
1662124366.758125,558,-430.0362854003906
1662124386.2073185,559,-350.2640380859375
1662124405.754235,560,-344.6036071777344
1662124425.522521,561,-358.2889099121094
1662124444.4629607,562,-382.61627197265625
1662124463.5162919,563,-380.25506591796875
1662124484.12257,564,-350.5765686035156
1662124502.76261,565,-369.9245910644531
1662124522.1939256,566,-335.5157775878906
1662124541.2676606,567,-302.1243591308594
1662124560.8377283,568,-337.3048095703125
1662124580.9671724,569,-371.2242431640625
1662124600.282302,570,-320.11358642578125
1662124620.2550836,571,-381.9787292480469
1662124640.4607518,572,-390.0815734863281
1662124660.6009204,573,-406.59625244140625
1662124678.9050279,574,-357.25811767578125
1662124699.3222144,575,-345.47979736328125
1662124718.84248,576,-409.82568359375
1662124738.3660846,577,-391.88604736328125
1662124759.0538857,578,-411.6360778808594
1662124778.4921427,579,-394.8760986328125
1662124798.4093904,580,-354.6211853027344
1662124818.758848,581,-382.8007507324219
1662124839.3239164,582,-396.99200439453125
1662124858.6208997,583,-374.8223876953125
1662124878.0895848,584,-307.6510314941406
1662124899.573434,585,-411.9994812011719
1662124918.62471,586,-354.58135986328125
1662124938.6850467,587,-350.0575866699219
1662124960.8410194,588,-412.2196960449219
1662124981.3349533,589,-358.26092529296875
1662125002.26974,590,-379.1907653808594
1662125023.2676022,591,-346.26983642578125
1662125042.9810834,592,-356.59783935546875
1662125062.216352,593,-383.87823486328125
1662125080.9937456,594,-410.27294921875
1662125095.721156,595,-329.6855163574219
1662125110.4581695,596,-385.0187072753906
1662125124.7713678,597,-351.1042785644531
1662125139.6382763,598,-379.9626159667969
1662125154.437373,599,-393.2993469238281
